player,team,position,age,market_value,contract_end,matches,minutes,goals,xg,nationality,country,foot,height,weight,on_loan,def_actions_p90,def_duels_p90,def_duels_won_pct,aerial_duels_p90,aerial_duels_won_pct,tackles_p90,tackles_adj_p90,blocked_shots_p90,interceptions_p90,interceptions_adj_p90,fouls_p90,yellow_cards,yellow_cards_p90,red_cards,red_cards_p90,att_actions_p90,goals_p90,np_goals,np_goals_p90,xg_p90,header_goals,header_goals_p90,shots,shots_p90,shots_on_target_pct,conversion_pct,assists,assists_p90,xa,xa_p90,crosses_p90,crosses_accurate_pct,dribbles_p90,dribbles_success_pct,off_duels_p90,off_duels_won_pct,box_touches_p90,progressive_runs_p90,passes_p90,passes_accurate_pct,fwd_passes_p90,fwd_passes_accurate_pct,back_passes_p90,back_passes_accurate_pct,lat_passes_p90,lat_passes_accurate_pct,long_passes_p90,long_passes_accurate_pct,avg_pass_length,avg_long_pass_length,second_assists_p90,third_assists_p90,smart_passes_p90,smart_passes_accurate_pct,key_passes_p90,final_third_passes_p90,final_third_passes_accurate_pct,penalty_area_passes_p90,penalty_area_passes_accurate_pct,through_passes_p90,through_passes_accurate_pct,through_passes_received_p90,deep_crosses_received_p90,progressive_passes_p90,progressive_passes_accurate_pct,position_group
C. Acevedo,Santos Laguna,GK,29.0,4000000,2027-06-30,27,2738,0,0.05,Mexico,Mexico,direito,182,68,sim,1.64,0.13,50.0,0.26,100.0,0.0,0.0,0.0,1.58,2.1,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,100.0,0.0,0.0,15.22,85.31,7.63,71.98,0.0,0.0,7.07,98.6,5.29,60.87,30.86,46.16,0.0,0.0,0.0,0.0,0.0,0.95,48.28,0.07,50.0,0.0,0.0,0.03,0.0,3.52,74.77,Goalkeeper
B. Rodríguez,América,"LAMF, LW, LWF",25.0,4000000,2029-06-30,29,1941,10,5.56,Uruguay,Uruguay,direito,172,72,sim,3.34,2.18,57.45,0.79,17.65,0.14,0.21,0.05,1.95,2.87,0.74,4.0,0.19,0.0,0.0,5.33,0.46,7.0,0.32,0.26,0.0,0.0,50.0,2.32,36.0,20.0,4.0,0.19,3.9,0.18,3.89,33.33,6.12,52.27,11.13,44.58,3.25,4.36,33.15,79.02,6.45,73.38,8.58,94.59,11.04,73.11,1.95,47.62,18.38,29.54,0.09,0.05,0.14,0.0,0.83,2.32,72.0,3.76,46.91,0.23,0.0,1.25,1.25,4.17,83.33,Forward
D. Lainez,Tigres UANL,"RAMF, RW",25.0,4000000,2027-06-30,32,2727,7,3.5,Mexico,"Mexico, Spain",esquerdo,168,58,sim,5.25,5.68,56.4,1.49,13.33,0.07,0.09,0.13,1.98,2.8,1.12,7.0,0.23,0.0,0.0,4.19,0.23,7.0,0.23,0.12,2.0,0.07,42.0,1.39,42.86,16.667,6.0,0.2,5.6,0.18,2.11,31.25,4.88,57.43,11.49,47.41,2.24,4.29,32.34,79.49,10.3,74.04,7.52,92.98,8.05,72.95,1.49,51.11,14.97,21.22,0.1,0.13,0.3,44.44,0.89,3.43,68.27,3.89,54.24,0.46,50.0,2.01,0.63,5.74,84.48,Forward
O. Estupiñán,Juárez,CF,29.0,4000000,2027-06-30,27,2243,12,10.98,Colombia,Colombia,esquerdo,182,78,sim,1.97,1.89,44.68,6.54,33.74,0.04,0.06,0.16,1.08,1.54,1.0,5.0,0.2,0.0,0.0,1.12,0.48,6.0,0.24,0.44,5.0,0.2,42.0,1.69,45.24,28.571,1.0,0.04,1.02,0.04,0.24,33.33,0.4,70.0,5.7,29.58,2.17,0.04,10.11,76.98,1.97,48.98,2.61,86.15,3.45,80.23,0.52,38.46,16.32,20.59,0.0,0.0,0.0,0.0,0.2,0.84,57.14,0.6,60.0,0.0,0.0,0.32,0.08,0.84,61.9,Forward
J. Sánchez,PAOK,"RB, RWB",28.0,3500000,2029-06-30,19,1610,0,0.9,Mexico,Mexico,direito,175,71,sim,7.6,6.48,57.76,2.57,32.61,0.89,1.37,0.11,2.96,4.53,1.12,1.0,0.06,0.0,0.0,1.9,0.0,0.0,0.0,0.05,0.0,0.0,16.0,0.89,6.25,0.0,1.0,0.06,0.85,0.05,2.29,43.9,1.68,50.0,5.2,34.41,2.57,1.12,26.22,80.81,6.04,67.59,5.65,98.02,8.39,85.33,1.29,34.78,18.05,22.01,0.06,0.06,0.0,0.0,0.34,2.18,69.23,1.73,51.61,0.11,0.0,0.61,1.01,3.75,68.66,Forward
C. Rotondi,Cruz Azul,"LWB, LB",29.0,3500000,2028-06-30,29,2520,4,5.19,Argentina,Argentina,esquerdo,180,75,sim,8.39,4.92,69.7,2.31,45.16,0.45,0.69,0.22,4.51,6.97,0.93,5.0,0.18,0.0,0.0,3.43,0.14,4.0,0.15,0.19,0.0,0.0,52.0,1.94,28.85,7.692,5.0,0.19,4.39,0.16,4.81,32.56,2.09,62.5,4.77,45.31,2.61,1.08,28.43,69.2,9.99,60.45,5.18,94.96,7.53,60.4,3.54,41.05,19.76,30.19,0.0,0.04,0.07,0.0,0.78,3.32,60.67,4.7,46.03,0.56,26.67,1.01,1.53,6.19,75.3,Forward
A. González,Atlas,"RW, CF, LW",31.0,3500000,,23,1125,5,4.34,Mexico,Mexico,esquerdo,175,69,sim,5.12,3.84,58.33,2.72,26.47,0.0,0.0,0.0,2.88,3.9,0.64,0.0,0.0,0.0,0.0,2.16,0.4,3.0,0.24,0.35,0.0,0.0,23.0,1.84,30.43,21.739,0.0,0.0,0.99,0.08,1.44,38.89,1.44,66.67,6.64,45.78,2.8,1.6,34.16,79.63,8.96,69.64,8.48,88.68,9.52,78.99,1.84,69.57,15.69,23.08,0.08,0.0,0.08,100.0,0.32,4.16,63.46,1.44,50.0,0.16,100.0,0.56,0.4,3.92,63.27,Forward
A. Peña,Necaxa,"CB, RCB, LCB",30.0,3500000,,23,2050,1,0.72,Mexico,Mexico,direito,185,83,sim,8.47,4.35,76.77,2.81,56.25,0.09,0.12,0.83,5.05,6.75,0.7,2.0,0.09,0.0,0.0,0.26,0.04,1.0,0.04,0.03,1.0,0.04,5.0,0.22,60.0,20.0,0.0,0.0,0.0,0.0,0.09,0.0,0.18,75.0,0.61,64.29,0.31,0.18,37.98,90.87,13.57,80.26,1.62,94.59,19.4,97.74,3.42,53.85,21.34,37.52,0.0,0.0,0.0,0.0,0.0,2.37,66.67,0.18,25.0,0.04,100.0,0.04,0.0,5.22,61.34,Defender
Unai Bilbao,Club Tijuana,LCB,32.0,3500000,2027-06-30,22,1983,2,1.81,Spain,Spain,esquerdo,193,84,sim,7.99,5.26,62.93,3.95,67.82,0.5,0.65,0.5,4.18,5.4,1.23,5.0,0.23,0.0,0.0,0.32,0.09,2.0,0.09,0.08,2.0,0.09,12.0,0.54,41.67,16.667,0.0,0.0,0.0,0.0,0.05,100.0,0.05,100.0,0.64,64.29,0.54,0.77,44.7,88.73,17.16,80.69,2.72,98.33,20.7,94.08,7.17,62.03,22.63,38.49,0.0,0.05,0.0,0.0,0.0,3.68,62.96,0.09,100.0,0.09,0.0,0.05,0.05,7.58,66.47,Defender
E. Aguirre,Monterrey,"RB, RWB, RCMF",29.0,3500000,,16,862,0,0.17,Mexico,Mexico,direito,174,67,sim,7.2,5.12,61.22,3.13,46.67,0.31,0.51,0.21,3.76,6.07,0.73,1.0,0.1,0.0,0.0,2.3,0.0,0.0,0.0,0.02,0.0,0.0,5.0,0.52,40.0,0.0,1.0,0.1,0.71,0.07,4.39,35.71,0.94,44.44,3.03,31.03,0.63,1.77,48.76,81.16,15.87,72.37,8.46,96.3,16.5,83.54,4.59,52.27,21.09,31.51,0.0,0.0,0.21,50.0,0.52,5.43,59.62,3.86,43.24,0.42,25.0,0.63,1.46,9.19,79.55,Forward
A. Oliveros,Necaxa,"LCB, CB",27.0,3500000,2027-06-30,18,1768,2,1.73,Uruguay,"Uruguay, Spain",esquerdo,182,80,sim,5.96,4.28,59.52,3.11,60.66,0.25,0.37,0.56,3.16,4.57,0.87,2.0,0.1,0.0,0.0,0.46,0.1,2.0,0.1,0.09,1.0,0.05,13.0,0.66,15.38,15.385,0.0,0.0,0.25,0.01,0.71,35.71,0.1,100.0,1.02,65.0,0.76,1.07,39.04,86.57,16.75,75.99,3.21,100.0,15.12,93.94,5.6,53.64,20.74,36.62,0.05,0.0,0.0,0.0,0.15,5.35,68.57,1.37,37.04,0.46,33.33,0.41,0.36,7.43,73.97,Defender
K. Gutiérrez,Necaxa,"DMF, LCMF, RCMF",28.0,3500000,2029-12-31,10,500,0,0.21,Argentina,Argentina,direito,168,65,sim,5.94,5.04,50.0,0.54,33.33,0.9,1.3,0.18,2.52,3.65,1.26,2.0,0.36,1.0,0.18,0.9,0.0,0.0,0.0,0.04,0.0,0.0,4.0,0.72,25.0,0.0,0.0,0.0,0.04,0.01,0.54,66.67,0.54,33.33,2.16,8.33,0.0,0.9,44.64,89.92,13.86,80.52,5.58,96.77,20.34,96.46,3.96,72.73,16.37,19.9,0.0,0.0,0.36,50.0,0.0,5.4,80.0,1.44,50.0,0.72,25.0,0.36,0.36,5.76,75.0,Midfielder
E. Unsain,Necaxa,GK,31.0,3500000,2027-06-30,28,2853,0,0.0,Argentina,Argentina,direito,188,83,sim,0.54,0.06,100.0,0.32,100.0,0.03,0.04,0.0,0.44,0.62,0.0,3.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.03,0.0,19.43,81.17,10.25,67.69,0.0,0.0,8.08,97.27,7.48,55.27,32.28,49.53,0.0,0.0,0.0,0.0,0.0,3.0,43.16,0.44,28.57,0.35,18.18,0.06,0.0,4.48,63.38,Goalkeeper
J. Corona,Monterrey,"AMF, CF, LW",33.0,3500000,,26,1462,4,2.4,Mexico,"Mexico, Portugal",direito,173,70,sim,3.76,2.4,61.54,0.86,50.0,0.43,0.68,0.06,1.85,2.89,1.35,4.0,0.25,0.0,0.0,4.31,0.25,4.0,0.25,0.15,1.0,0.06,19.0,1.17,52.63,21.053,4.0,0.25,2.32,0.14,3.51,42.11,4.43,48.61,12.44,37.13,2.52,2.71,36.32,80.34,6.77,64.55,10.47,92.94,11.57,81.38,2.95,54.17,17.81,25.33,0.25,0.06,0.18,33.33,0.62,3.02,59.18,3.94,53.13,0.68,18.18,1.54,1.35,4.8,78.21,Forward
M. Coronel,Querétaro,CF,27.0,3300000,2027-12-31,16,1036,3,6.07,Argentina,Argentina,direito,172,70,sim,2.17,2.43,46.43,2.0,26.09,0.17,0.19,0.0,0.87,0.96,1.22,2.0,0.17,1.0,0.09,3.13,0.26,3.0,0.26,0.53,0.0,0.0,27.0,2.35,59.26,11.111,0.0,0.0,0.46,0.04,0.96,36.36,2.61,53.33,7.56,33.33,3.13,0.87,11.64,70.15,2.69,54.84,3.21,86.49,3.13,75.0,0.69,37.5,17.61,14.12,0.09,0.09,0.0,0.0,0.43,0.87,50.0,1.22,57.14,0.09,0.0,0.52,0.43,1.82,61.9,Forward
J. Porozo,Club Tijuana,RCB,25.0,3300000,2027-06-30,29,2898,2,1.63,Ecuador,Ecuador,direito,192,84,sim,6.61,3.79,68.03,3.07,68.69,0.19,0.24,0.56,3.85,4.95,0.75,9.0,0.28,1.0,0.03,0.22,0.06,2.0,0.06,0.05,2.0,0.06,12.0,0.37,25.0,16.667,0.0,0.0,0.0,0.0,0.09,33.33,0.12,75.0,0.99,71.88,0.4,0.31,36.34,90.43,12.45,80.55,3.39,95.41,17.33,96.77,2.8,48.89,20.55,32.73,0.0,0.03,0.03,0.0,0.0,2.42,66.67,0.22,14.29,0.16,0.0,0.0,0.03,4.53,62.33,Defender
G. Togni,Peñarol,"LAMF, LW",28.0,3200000,2026-12-31,15,569,2,0.51,Argentina,Argentina,esquerdo,181,81,sim,3.8,2.85,66.67,1.27,25.0,0.32,0.47,0.16,1.58,2.34,0.32,0.0,0.0,0.0,0.0,2.06,0.32,2.0,0.32,0.08,0.0,0.0,13.0,2.06,38.46,15.385,0.0,0.0,0.12,0.02,3.16,15.0,2.06,38.46,6.8,23.26,1.74,0.95,25.47,72.67,5.06,56.25,6.96,90.91,8.86,62.5,1.11,57.14,17.6,10.93,0.16,0.0,0.0,0.0,0.32,1.74,36.36,3.16,30.0,0.47,66.67,0.47,0.47,3.8,66.67,Forward
J. Barreiro,León,RCB,31.0,3200000,2026-05-31,24,2408,0,1.59,Colombia,Colombia,direito,189,80,sim,8.78,5.61,63.33,3.14,47.62,0.11,0.15,0.6,5.12,6.98,1.2,9.0,0.34,1.0,0.04,0.49,0.0,0.0,0.0,0.06,0.0,0.0,12.0,0.45,33.33,0.0,1.0,0.04,0.59,0.02,0.3,37.5,0.34,66.67,1.46,53.85,0.71,0.82,41.71,82.17,20.89,72.09,2.39,93.75,15.02,92.54,7.7,53.4,23.05,40.34,0.0,0.0,0.04,0.0,0.11,5.79,67.74,0.75,30.0,0.41,27.27,0.22,0.04,9.19,65.85,Defender
J. Cádiz,Pachuca,CF,30.0,3000000,2027-06-30,20,1010,3,2.84,Venezuela,Venezuela,direito,191,85,sim,1.43,0.89,50.0,6.86,49.35,0.0,0.0,0.09,0.98,1.43,0.89,3.0,0.27,0.0,0.0,1.34,0.27,3.0,0.27,0.25,1.0,0.09,33.0,2.94,33.33,9.091,3.0,0.27,1.48,0.13,0.36,0.0,1.07,25.0,5.88,33.33,3.12,0.45,9.8,72.73,2.41,59.26,2.14,79.17,2.23,72.0,0.45,60.0,13.79,5.68,0.0,0.09,0.09,100.0,0.53,0.98,72.73,0.53,66.67,0.27,100.0,0.62,0.0,1.07,66.67,Forward
N. Benedetti,Las Palmas,"AMF, CF, RW",28.0,3000000,2026-06-30,15,1183,3,4.07,Colombia,Colombia,direito,177,76,sim,4.26,3.96,55.77,2.74,33.33,0.53,0.7,0.15,1.52,2.0,1.37,4.0,0.3,0.0,0.0,3.5,0.23,2.0,0.15,0.31,0.0,0.0,16.0,1.22,50.0,18.75,2.0,0.15,2.7,0.21,2.28,43.33,3.35,52.27,10.12,39.85,1.6,3.35,29.37,81.35,8.67,78.95,6.16,95.06,8.22,72.22,1.67,50.0,18.01,31.62,0.15,0.0,0.23,66.67,0.46,3.73,73.47,3.12,63.41,0.61,75.0,1.75,0.68,4.49,83.05,Forward
Dória,São Paulo,"CB, LCB",31.0,3000000,2027-12-31,13,1276,1,0.32,Brazil,"Brazil, Mexico",esquerdo,188,84,sim,6.14,2.96,66.67,3.67,44.23,0.07,0.08,0.35,4.09,4.74,0.85,3.0,0.21,0.0,0.0,0.28,0.07,1.0,0.07,0.02,0.0,0.0,5.0,0.35,40.0,20.0,0.0,0.0,0.0,0.0,0.14,50.0,0.14,50.0,0.42,66.67,0.35,0.14,23.84,84.32,8.96,66.14,1.41,90.0,11.92,98.22,4.09,46.55,23.92,45.05,0.07,0.07,0.0,0.0,0.0,2.82,52.5,0.42,33.33,0.0,0.0,0.0,0.07,4.23,70.0,Defender
Robson Bambu,Atlético de San Luis,RCB,28.0,3000000,2028-06-30,15,1466,0,0.26,Brazil,Brazil,direito,185,74,sim,6.45,3.01,55.1,3.44,37.5,0.12,0.15,0.12,4.67,5.74,1.11,1.0,0.06,1.0,0.06,0.37,0.0,0.0,0.0,0.02,0.0,0.0,2.0,0.12,50.0,0.0,1.0,0.06,0.46,0.03,0.18,33.33,0.49,50.0,2.89,44.68,0.61,0.74,40.03,84.97,15.16,74.49,4.3,92.86,15.59,93.7,4.36,40.85,20.82,43.92,0.0,0.0,0.0,0.0,0.06,5.03,65.85,0.55,44.44,0.43,14.29,0.25,0.06,6.45,67.62,Defender
João Pedro,Atlético de San Luis,CF,33.0,3000000,2027-06-30,26,2606,21,13.51,Brazil,"Brazil, Italy",direito,184,73,sim,1.83,1.83,39.62,5.25,35.53,0.03,0.04,0.03,1.07,1.39,1.38,5.0,0.17,1.0,0.03,2.11,0.73,15.0,0.52,0.47,5.0,0.17,64.0,2.21,60.94,32.813,0.0,0.0,1.68,0.06,0.41,33.33,1.62,38.3,6.8,28.93,3.11,0.52,10.88,72.06,2.49,58.33,2.94,90.59,3.49,70.3,0.93,59.26,18.04,24.2,0.03,0.0,0.07,0.0,0.21,1.49,48.84,0.79,47.83,0.14,0.0,0.48,0.1,1.38,67.5,Forward
B. González,Guadalajara,"LWB, LB",22.0,3000000,2027-06-30,28,2694,3,3.53,Mexico,Mexico,esquerdo,181,76,sim,6.68,4.91,64.63,3.84,42.61,0.47,0.66,0.13,3.04,4.26,0.67,2.0,0.07,0.0,0.0,2.34,0.1,3.0,0.1,0.12,1.0,0.03,32.0,1.07,21.88,9.375,2.0,0.07,2.49,0.08,2.14,35.94,2.54,51.32,5.71,39.18,2.34,1.77,30.6,84.72,7.75,74.14,9.09,96.69,8.25,80.57,1.9,47.37,17.89,37.26,0.1,0.07,0.07,50.0,0.23,2.57,79.22,1.7,50.98,0.2,16.67,0.47,0.6,4.18,72.8,Forward
L. Merolla,Mazatlán,"LCB, CB",30.0,3000000,2026-06-30,21,1550,0,1.65,Argentina,Argentina,esquerdo,194,85,sim,10.34,5.75,76.77,3.83,65.15,0.12,0.14,0.7,5.81,7.23,1.45,7.0,0.41,0.0,0.0,0.06,0.0,0.0,0.0,0.1,0.0,0.0,8.0,0.46,12.5,0.0,2.0,0.12,0.49,0.03,0.06,0.0,0.12,0.0,1.74,50.0,0.93,0.23,30.02,86.07,9.99,69.19,1.51,92.31,16.26,94.64,3.08,33.96,19.72,32.18,0.0,0.0,0.0,0.0,0.06,2.38,51.22,0.46,0.0,0.06,0.0,0.12,0.0,4.59,55.7,Defender
P. Pedraza,Pachuca,"LDMF, LCMF, DMF",25.0,3000000,2027-12-31,19,1192,0,0.13,Mexico,Mexico,direito,183,72,sim,7.32,7.02,60.22,1.43,26.32,0.53,0.69,0.08,2.57,3.37,1.51,7.0,0.53,0.0,0.0,0.23,0.0,0.0,0.0,0.01,0.0,0.0,4.0,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.23,33.33,1.66,40.91,0.38,0.38,27.56,89.59,6.27,73.49,4.3,96.49,12.16,94.41,1.43,52.63,16.36,19.0,0.08,0.08,0.0,0.0,0.0,3.1,90.24,0.23,0.0,0.08,0.0,0.15,0.0,2.64,60.0,Midfielder
S. Barreto,Pachuca,LCB,26.0,3000000,2027-06-30,27,2703,1,0.95,Argentina,"Argentina, Paraguay",direito,183,86,sim,7.66,5.09,71.24,3.83,60.87,0.03,0.04,0.37,4.0,5.28,0.97,7.0,0.23,1.0,0.03,0.17,0.03,1.0,0.03,0.03,1.0,0.03,10.0,0.33,20.0,10.0,0.0,0.0,0.23,0.01,0.07,100.0,0.1,33.33,0.77,56.52,0.43,0.5,41.82,89.89,15.45,79.09,2.2,95.45,20.01,97.0,4.1,54.47,21.1,38.6,0.03,0.0,0.0,0.0,0.0,4.2,78.57,0.23,14.29,0.0,0.0,0.07,0.07,5.79,66.67,Defender
Christian Rivera,Pachuca,"LDMF, DMF, LCMF",30.0,3000000,2028-12-31,10,919,1,0.06,Colombia,Colombia,direito,185,76,sim,6.37,6.66,52.94,1.08,36.36,0.29,0.35,0.0,2.55,3.07,2.84,2.0,0.2,0.0,0.0,0.2,0.1,1.0,0.1,0.01,0.0,0.0,3.0,0.29,33.33,33.333,1.0,0.1,0.23,0.02,0.0,0.0,0.29,33.33,3.92,50.0,0.2,0.78,38.29,89.0,11.26,74.78,5.19,98.11,17.14,95.43,3.43,45.71,19.72,41.4,0.0,0.0,0.0,0.0,0.29,6.66,70.59,0.69,14.29,0.49,0.0,0.2,0.0,5.39,76.36,Midfielder
N. Castro,Toluca,"LW, LAMF, LCMF",25.0,3000000,2028-06-30,30,2280,3,5.47,Argentina,Argentina,direito,182,79,sim,6.04,5.37,60.29,0.36,33.33,0.39,0.58,0.08,2.41,3.56,1.3,1.0,0.04,0.0,0.0,2.8,0.12,3.0,0.12,0.22,0.0,0.0,62.0,2.45,38.71,4.839,6.0,0.24,2.58,0.1,1.14,24.14,2.72,49.28,7.42,38.3,2.33,1.97,44.61,85.84,11.72,72.39,9.16,96.98,14.68,90.86,3.47,62.5,17.96,34.96,0.08,0.04,0.51,46.15,0.59,6.24,78.48,2.57,46.15,1.03,65.38,1.38,0.32,6.28,76.73,Forward
N. Fonseca,Real Oviedo,"RDMF, LDMF, RCMF",27.0,3000000,2028-12-31,15,1272,0,1.14,Italy,"Italy, Uruguay",direito,181,74,sim,11.18,8.84,68.0,1.49,42.86,1.13,1.56,0.5,4.03,5.57,1.91,5.0,0.35,0.0,0.0,0.28,0.0,0.0,0.0,0.08,0.0,0.0,9.0,0.64,11.11,0.0,0.0,0.0,0.5,0.04,0.42,16.67,0.28,50.0,2.05,41.38,0.07,0.35,45.14,87.15,15.07,76.06,4.74,94.03,18.96,93.66,3.68,53.85,20.43,40.07,0.07,0.0,0.07,0.0,0.07,8.42,73.95,0.92,15.38,0.21,33.33,0.07,0.07,7.15,75.25,Midfielder
R. Echeverría,León,"RDMF, LDMF, RCMF",30.0,3000000,2027-12-31,25,2470,0,1.19,Chile,Chile,direito,180,77,sim,8.09,7.07,65.98,2.33,43.75,0.26,0.35,0.47,3.17,4.29,1.17,7.0,0.26,0.0,0.0,0.58,0.0,0.0,0.0,0.04,0.0,0.0,19.0,0.69,10.53,0.0,0.0,0.0,0.96,0.04,0.51,42.86,0.47,61.54,2.55,54.29,0.87,0.62,42.23,89.73,12.9,83.05,3.79,95.19,18.62,94.72,2.95,65.43,18.76,38.5,0.11,0.0,0.0,0.0,0.15,6.12,82.14,0.95,61.54,0.18,60.0,0.51,0.26,5.94,77.91,Midfielder
B. Amione,Santos Laguna,"LB, LCB",24.0,3000000,,26,2386,3,1.99,Argentina,"Argentina, Italy",esquerdo,187,78,sim,8.22,6.87,64.29,3.24,69.77,0.19,0.25,0.26,3.62,4.78,1.09,6.0,0.23,0.0,0.0,0.91,0.11,3.0,0.11,0.07,3.0,0.11,9.0,0.34,33.33,33.333,1.0,0.04,0.32,0.01,0.57,13.33,1.36,52.78,3.55,51.06,0.49,0.94,22.22,83.02,10.34,77.74,2.98,96.2,6.07,86.34,2.72,54.17,18.98,34.39,0.0,0.0,0.08,0.0,0.04,2.6,82.61,0.49,23.08,0.26,14.29,0.08,0.08,4.56,67.77,Defender
Rubén Duarte,Pumas UNAM,"LCB, LB",30.0,3000000,2027-06-30,22,1929,2,1.48,Spain,Spain,esquerdo,179,72,sim,6.86,4.48,61.46,3.08,46.97,0.42,0.58,0.33,3.69,5.05,1.4,8.0,0.37,0.0,0.0,0.84,0.09,2.0,0.09,0.07,1.0,0.05,10.0,0.47,30.0,20.0,1.0,0.05,0.35,0.02,1.54,33.33,0.14,66.67,1.26,55.56,0.47,1.77,46.94,86.58,19.92,79.39,3.08,95.45,18.48,91.92,5.23,48.21,21.05,36.51,0.05,0.05,0.19,50.0,0.19,6.91,75.68,1.87,27.5,0.33,28.57,0.23,0.47,8.96,72.92,Defender
G. Martínez,Pumas UNAM,CF,30.0,3000000,2026-12-31,19,1177,6,4.24,Mexico,Mexico,esquerdo,191,91,sim,1.53,1.61,38.1,6.96,47.25,0.31,0.46,0.08,0.61,0.93,1.91,3.0,0.23,0.0,0.0,1.3,0.46,5.0,0.38,0.32,4.0,0.31,27.0,2.06,40.74,22.222,0.0,0.0,0.03,0.0,0.15,50.0,0.61,62.5,4.89,25.0,2.75,0.23,9.56,80.8,1.76,69.57,2.45,87.5,2.91,89.47,0.38,40.0,15.66,8.9,0.08,0.0,0.0,0.0,0.08,0.54,57.14,0.46,100.0,0.0,0.0,0.46,0.08,0.92,66.67,Forward
L. Rodríguez,Querétaro,"CF, RW, LW",28.0,3000000,,23,1643,2,2.9,Argentina,Argentina,direito,169,68,sim,4.0,4.66,51.76,0.82,26.67,0.22,0.23,0.05,1.37,1.45,1.59,5.0,0.27,0.0,0.0,1.75,0.11,2.0,0.11,0.16,0.0,0.0,17.0,0.93,35.29,11.765,4.0,0.22,2.33,0.13,1.1,40.0,2.14,46.15,7.72,35.46,1.48,1.15,18.24,79.88,4.16,69.74,4.27,91.03,5.97,86.24,1.26,52.17,17.91,31.37,0.0,0.0,0.11,0.0,0.55,2.41,65.91,1.15,71.43,0.16,0.0,0.82,0.49,2.47,64.44,Forward
C. Calderón,Necaxa,"LB, LCB",28.0,3000000,2026-12-31,23,1719,1,1.04,Mexico,Mexico,esquerdo,177,66,sim,7.23,5.76,67.27,2.3,54.55,0.1,0.15,0.31,3.25,4.59,1.36,6.0,0.31,0.0,0.0,1.36,0.05,1.0,0.05,0.05,0.0,0.0,14.0,0.73,35.71,7.143,1.0,0.05,1.62,0.08,1.41,55.56,0.58,54.55,2.57,44.9,0.94,0.42,34.76,84.94,12.83,76.33,5.97,95.61,11.68,88.79,4.61,47.73,18.67,32.89,0.0,0.0,0.0,0.0,0.26,4.5,66.28,1.88,52.78,0.47,22.22,0.42,0.79,5.39,74.76,Defender
N. Díaz,Puebla,"LCB, LB",26.0,3000000,2027-06-30,24,2328,0,1.02,Chile,Chile,esquerdo,180,73,sim,9.82,6.84,66.1,2.82,64.38,0.66,0.84,0.39,4.64,5.96,1.04,9.0,0.35,1.0,0.04,0.77,0.0,0.0,0.0,0.04,0.0,0.0,7.0,0.27,28.57,0.0,1.0,0.04,0.47,0.02,0.93,41.67,0.62,50.0,3.52,57.14,0.54,0.97,44.38,85.8,18.02,79.4,4.79,92.74,16.08,91.83,5.95,61.04,20.53,37.85,0.08,0.0,0.0,0.0,0.08,5.95,72.73,1.31,32.35,0.54,42.86,0.27,0.39,8.85,74.24,Defender
R. Chávez,Monterrey,"RB, RWB",31.0,3000000,,25,1966,1,0.88,Mexico,Mexico,direito,175,68,sim,8.42,7.23,50.63,3.11,52.94,0.55,0.78,0.41,4.21,5.96,1.83,7.0,0.32,1.0,0.05,1.88,0.05,1.0,0.05,0.04,0.0,0.0,10.0,0.46,30.0,10.0,1.0,0.05,1.98,0.09,2.2,47.92,0.96,71.43,2.61,61.4,0.78,0.96,38.59,84.82,12.41,77.12,7.05,94.81,12.63,86.59,3.11,57.35,18.16,30.96,0.0,0.05,0.0,0.0,0.41,3.71,79.01,2.52,54.55,0.27,16.67,0.41,1.1,7.32,74.38,Forward
J. Torres,Juárez,"RW, RWF, RAMF",25.0,3000000,,11,622,3,0.73,Mexico,Mexico,direito,168,71,sim,3.76,3.76,53.85,2.46,23.53,0.29,0.41,0.0,1.45,2.04,1.01,2.0,0.29,1.0,0.14,3.04,0.43,3.0,0.43,0.11,1.0,0.14,10.0,1.45,40.0,30.0,2.0,0.29,0.69,0.1,2.46,23.53,3.47,50.0,9.84,36.76,1.74,1.45,21.27,72.11,5.93,60.98,4.49,90.32,6.22,76.74,0.87,50.0,17.22,9.43,0.0,0.0,0.14,100.0,0.29,1.16,75.0,1.88,53.85,0.0,0.0,0.29,0.58,3.04,71.43,Forward
G. Fernández,Cruz Azul,CF,31.0,2800000,2026-06-30,25,1897,12,9.01,Uruguay,Uruguay,direito,186,88,sim,2.22,1.93,50.0,6.56,46.32,0.05,0.08,0.14,1.21,1.91,1.11,1.0,0.05,1.0,0.05,2.46,0.57,9.0,0.43,0.43,3.0,0.14,52.0,2.51,51.92,21.154,4.0,0.19,1.49,0.07,0.39,37.5,2.17,46.67,7.95,40.0,3.47,1.01,12.24,73.62,2.55,58.49,3.28,85.29,2.8,70.69,0.19,25.0,13.19,7.55,0.05,0.05,0.05,0.0,0.39,0.87,66.67,0.72,60.0,0.1,0.0,0.58,0.14,1.01,61.9,Forward
